iter	Logloss
280	0.1524941209
281	0.1524485205
282	0.1523955976
283	0.1523443827
284	0.1522357949
285	0.1521428833
286	0.1520847208
287	0.152027597
288	0.1519451296
289	0.151835172
290	0.1517950521
291	0.151710751
292	0.1516403226
293	0.1515707637
294	0.1515203464
295	0.1514602989
296	0.151420045
297	0.1513749534
298	0.151300632
299	0.151251638
300	0.1511942141
301	0.151125552
302	0.1510718732
303	0.1510110366
304	0.1509772712
305	0.1509275294
306	0.1508893432
307	0.1508058425
308	0.1507588458
309	0.1506955348
310	0.1505783905
311	0.1504999264
312	0.1504632459
313	0.1504088981
314	0.1503697609
315	0.1503243224
316	0.1502785912
317	0.1502220133
318	0.1501857166
319	0.1501360816
320	0.150060628
321	0.1500170116
322	0.1499527412
323	0.1499045801
324	0.1498704752
325	0.1498260579
326	0.1497505983
327	0.1497177335
328	0.1496497886
329	0.1495933803
330	0.149525742
331	0.1494942673
332	0.1494431828
333	0.1494020674
334	0.1493254828
335	0.1492464739
336	0.1491951304
337	0.1491370434
338	0.1491042719
339	0.1490498486
340	0.1489817301
341	0.1489267792
342	0.1488497475
343	0.148788688
344	0.1487143426
345	0.1486467317
346	0.1485692007
347	0.1485032957
348	0.1484191732
349	0.148352254
350	0.1482628654
351	0.1482173111
352	0.1481684296
353	0.1480985801
354	0.1480688901
355	0.1480219705
356	0.1479785198
357	0.1479157492
358	0.1478643928
359	0.147784224
360	0.1477302191
361	0.1476581857
362	0.1476095367
363	0.1475550977
364	0.1475201825
365	0.1474628528
366	0.1474271975
367	0.1473524055
368	0.1473187492
369	0.1472809038
370	0.147230359
371	0.147207164
372	0.1471475962
373	0.14709416
374	0.1470402477
375	0.1470152851
376	0.1469516849
377	0.1468879584
378	0.1468476191
379	0.146801243
380	0.1467209245
381	0.1466818057
382	0.146616236
383	0.146565864
384	0.1465327399
385	0.1464965833
386	0.1464663296
387	0.1464115346
388	0.1463648651
389	0.1463366114
390	0.1462672745
391	0.1462086084
392	0.1461546317
393	0.1460769401
394	0.1460064625
395	0.1459573586
396	0.145904337
397	0.1458429476
398	0.1458012408
399	0.1457455296
400	0.1456805972
401	0.1456041451
402	0.1455460721
403	0.1455014101
404	0.1454570027
405	0.1454052726
406	0.145375533
407	0.1453209843
408	0.1452637685
409	0.1452010497
410	0.1451638576
411	0.1451065313
412	0.145043553
413	0.1450043671
414	0.144972208
415	0.1449158196
416	0.1448452226
417	0.1448047845
418	0.1447484319
419	0.1446962492
420	0.1446300546
421	0.1445802833
422	0.1445285037
423	0.1444418035
424	0.1443849957
425	0.1443544065
426	0.1443047743
427	0.1442365816
428	0.1441940449
429	0.144164763
430	0.1441276584
431	0.1440754607
432	0.1440055628
433	0.1439586572
434	0.1438928607
435	0.1438267051
436	0.1437746653
437	0.1437072404
438	0.1436514271
439	0.143609422
440	0.1435578023
441	0.1434872272
442	0.1434214325
443	0.1433490348
444	0.143301578
445	0.1432587309
446	0.1431895043
447	0.1431414448
448	0.1430653155
449	0.1430223306
450	0.1429758823
451	0.1429257638
452	0.1428747893
453	0.1428357344
454	0.1427865362
455	0.1427346591
456	0.1426842707
457	0.1426454921
458	0.1426095793
459	0.1425665798
460	0.1425210648
461	0.1424329771
462	0.1423826142
463	0.1423420126
464	0.142297065
465	0.142249332
466	0.1421996549
467	0.1421750908
468	0.1421549772
469	0.1420806646
470	0.1420111593
471	0.1419389458
472	0.1418581096
473	0.1418321683
474	0.1417916854
475	0.1417383164
476	0.1416868934
477	0.1416530841
478	0.1416071788
479	0.1415618285
480	0.1415253932
481	0.1414705603
482	0.1414373794
483	0.1413921183
484	0.141349674
485	0.1413090876
486	0.1412497654
487	0.141213005
488	0.1411727328
489	0.1411182113
490	0.1410838239
491	0.1410298387
492	0.1409885669
493	0.1409417227
494	0.1408905789
495	0.1408456293
496	0.1408053502
497	0.1407765804
498	0.1407372053
499	0.1406892124
500	0.1406484805
501	0.1406085131
502	0.1405579973
503	0.1405273907
504	0.1404948527
505	0.1404607795
506	0.1404313309
507	0.1404046678
508	0.1403648058
509	0.1403201867
510	0.1402840263
511	0.1402501115
512	0.1402284797
513	0.1401660646
514	0.1401395449
515	0.1401051856
516	0.1400712069
517	0.1400107532
518	0.1399751943
519	0.1399383268
520	0.139902312
521	0.1398471869
522	0.1397942922
523	0.1397462374
524	0.139689626
525	0.1396624082
526	0.1396306591
527	0.1395871225
528	0.1395527824
529	0.139491068
530	0.1394572886
531	0.1393979327
532	0.1393354202
533	0.1392985306
534	0.1392595262
535	0.1392288123
536	0.1392018886
537	0.1391600059
538	0.1391166255
539	0.139080505
540	0.1390397419
541	0.1390095228
542	0.138962524
543	0.1389253663
544	0.1388594378
545	0.1388211103
546	0.1387939828
547	0.1387641834
548	0.1387251633
549	0.1386926884
550	0.1386446803
551	0.1386190113
552	0.1385886297
553	0.1385456385
554	0.1385130567
555	0.1384444714
556	0.138380231
557	0.1383319704
558	0.1383031843
559	0.1382461385
560	0.1381933471
561	0.1381395462
562	0.1380917027
563	0.1380560729
564	0.138009785
565	0.1379788268
566	0.1379445666
567	0.137917625
568	0.1378714186
569	0.1378445895
570	0.1377987681
571	0.1377780137
572	0.1377539664
573	0.1376945074
574	0.1376644354
575	0.1376346447
576	0.137584892
577	0.1375530314
578	0.1375051801
579	0.1374546931
580	0.1373908113
581	0.1373260378
582	0.1372827795
583	0.1372546619
584	0.1372288873
585	0.137197618
586	0.1371748512
587	0.1371387861
588	0.1370910353
589	0.1370678165
590	0.1370502906
591	0.1370140688
592	0.1369783737
593	0.1369307436
594	0.1368901356
595	0.1368204522
596	0.1367695225
597	0.1367223523
598	0.1366825293
599	0.1366413084
600	0.1366152162
601	0.1365802845
602	0.1365467697
603	0.1365100313
604	0.1364789727
605	0.1364450359
606	0.1363949241
607	0.1363624713
608	0.1363234876
609	0.1362675042
610	0.1362006403
611	0.1361503131
612	0.1360992814
613	0.1360622367
614	0.1360381914
615	0.136004692
616	0.1359761888
617	0.1359302801
618	0.1358782789
619	0.1358514565
620	0.1358011638
621	0.1357744672
622	0.1357253099
623	0.1356841577
624	0.1356489063
625	0.1356086384
626	0.1355756787
627	0.1355347489
628	0.1354886688
629	0.1354459686
630	0.1353903019
631	0.1353359375
632	0.1352787482
633	0.1352411769
634	0.1352100159
635	0.13519084
636	0.1351606048
637	0.1351313622
638	0.1351009006
639	0.1350663912
640	0.1350328497
641	0.1349919729
642	0.1349500738
643	0.1349237932
644	0.1348903337
645	0.1348543022
646	0.1348234974
647	0.1348004564
648	0.1347697658
649	0.1347101726
650	0.1346766065
651	0.1346488369
652	0.134583482
653	0.134550824
654	0.1345130031
655	0.1344837785
656	0.1344531789
657	0.1344232718
658	0.1343795267
659	0.1343445555
660	0.1343012251
661	0.1342703472
662	0.1342432807
663	0.1341935756
664	0.1341434952
665	0.1340997159
666	0.1340565385
667	0.1340213314
668	0.1339679851
669	0.1339139486
670	0.1338907602
671	0.133848104
672	0.1337989432
673	0.1337630407
674	0.1337314193
675	0.1336922264
676	0.133651402
677	0.1336048351
678	0.1335823066
679	0.1335556536
680	0.1335086723
681	0.1334730801
682	0.1334343852
683	0.1334008212
684	0.1333582155
685	0.1333003286
686	0.1332572445
687	0.1331999624
688	0.1331759302
689	0.1331251478
690	0.1330891075
691	0.1330441385
692	0.1329740294
693	0.1329430505
694	0.1328854297
695	0.1328628834
696	0.1328216784
697	0.1327986092
698	0.1327491513
699	0.1327106084
700	0.1326752524
701	0.1326343702
702	0.1325848139
703	0.1325460611
704	0.1325115819
705	0.132479789
706	0.1324573951
707	0.1324307316
708	0.1323992941
709	0.1323608103
710	0.1323222167
711	0.1322973334
712	0.1322644411
713	0.1322286541
714	0.1321897818
715	0.1321457137
716	0.1321038422
717	0.1320670211
718	0.132038448
719	0.1320163041
720	0.1319819495
721	0.1319615694
722	0.1319342777
723	0.1319117896
724	0.1318808068
725	0.1318480468
726	0.1318206796
727	0.1317918797
728	0.1317505351
729	0.1317136626
730	0.1316496275
731	0.1315992868
732	0.1315739616
733	0.131523604
734	0.1314958756
735	0.1314445583
736	0.1314120197
737	0.1313843064
738	0.1313361335
739	0.1312871579
740	0.131239714
741	0.1311952585
742	0.1311746062
743	0.1311214744
744	0.1311027264
745	0.1310681243
746	0.1310250402
747	0.1309679523
748	0.1309271042
749	0.1308817955
750	0.1308479387
751	0.1308018391
752	0.1307538484
753	0.130718537
754	0.1306878057
755	0.13064628
756	0.1306090108
757	0.1305778229
758	0.1305368335
759	0.1305064197
760	0.1304771978
761	0.1304393253
762	0.1304009822
763	0.1303720032
764	0.1303398497
765	0.1302980601
766	0.1302605073
767	0.1302299782
768	0.1301975925
769	0.130163815
770	0.1301328663
771	0.1301029311
772	0.1300752727
773	0.1300387569
774	0.1300068446
775	0.1299717881
776	0.1299299403
777	0.1298903741
778	0.1298638785
779	0.1298487198
780	0.1298199289
781	0.1297751188
782	0.129741878
783	0.1297062968
784	0.1296864637
785	0.129643478
786	0.1296064532
787	0.1295646064
788	0.1295319949
789	0.1295056207
790	0.1294711458
791	0.129426496
792	0.1293908584
793	0.1293587246
794	0.1293181166
795	0.129281653
796	0.1292469299
797	0.1292178202
798	0.1291969462
799	0.1291727951
800	0.1291277853
801	0.1290956582
802	0.1290517991
803	0.1290313423
804	0.1290027353
805	0.1289686281
806	0.128951245
807	0.1289259494
808	0.1288902112
809	0.1288697784
810	0.1288270131
811	0.1287897788
812	0.1287602765
813	0.1287318498
814	0.1287068652
815	0.1286763224
816	0.1286358227
817	0.1285803254
818	0.1285615011
819	0.1285185093
820	0.1284859456
821	0.1284585513
822	0.1284425953
823	0.1284184149
824	0.1283543962
825	0.1283094525
826	0.1282919182
827	0.1282519257
828	0.128223365
829	0.1281880462
830	0.1281605333
831	0.1281128688
832	0.1280640271
833	0.1280291839
834	0.1279964527
835	0.1279635318
836	0.127928557
837	0.1278790985
838	0.1278493078
839	0.1278306822
840	0.1277933765
841	0.1277504714
842	0.1277259939
843	0.1277161834
844	0.1276690702
845	0.1276531968
846	0.1276176359
847	0.127573974
848	0.1275476536
849	0.1275172228
850	0.1274876457
851	0.127479214
852	0.127444156
853	0.1274109373
854	0.1273882362
855	0.1273501282
856	0.1273248185
857	0.1272746528
858	0.1272407741
859	0.1272160082
860	0.1271966348
861	0.1271729326
862	0.1271371449
863	0.1270793566
864	0.1270538214
865	0.1270344668
866	0.1270084678
867	0.1269670287
868	0.1269397575
869	0.1269144091
870	0.1268842176
871	0.1268518867
872	0.1268101479
873	0.1267946889
874	0.1267654018
875	0.1267334833
876	0.1266951819
877	0.1266571827
878	0.1266359584
879	0.126611506
880	0.1265790766
881	0.126547058
882	0.1265184362
883	0.1264882293
884	0.1264549096
885	0.1264276297
886	0.1263844242
887	0.1263323009
888	0.1262992374
889	0.1262725727
890	0.1262343356
891	0.1262005246
892	0.1261691328
893	0.126141112
894	0.1261071656
895	0.1260682767
896	0.1260511892
897	0.1260324461
898	0.1259931034
899	0.1259608134
900	0.1259261619
901	0.1258847027
902	0.1258657323
903	0.1258447866
904	0.1258142982
905	0.1257795239
906	0.1257484344
907	0.1257253072
908	0.1256933197
909	0.1256619154
910	0.1256405366
911	0.1256045722
912	0.1255734607
913	0.125563736
914	0.1255358802
915	0.12551156
916	0.1254705951
917	0.1254479603
918	0.1254320644
919	0.1253908047
920	0.1253577926
921	0.1253159452
922	0.1252686229
923	0.125253806
924	0.1252109003
925	0.12518822
926	0.1251649472
927	0.1251363825
928	0.125100036
929	0.1250758483
930	0.1250485591
931	0.1250277723
932	0.1249850035
933	0.1249267134
934	0.124884916
935	0.1248504564
936	0.1248368014
937	0.1247959487
938	0.1247558715
939	0.1247276308
940	0.124708413
941	0.1246675695
942	0.1246383693
943	0.1246168461
944	0.1245919683
945	0.1245475061
946	0.1245204498
947	0.1245049638
948	0.1244791438
949	0.1244586311
950	0.1244304063
951	0.1243995305
952	0.1243679446
953	0.1243369897
954	0.1243025814
955	0.1242705714
956	0.1242400428
957	0.1241965811
958	0.1241809793
959	0.1241567615
960	0.1241373901
961	0.1240869018
962	0.1240457344
963	0.124033603
964	0.123998591
965	0.1239672544
966	0.1239513163
967	0.1239304275
968	0.1238944102
969	0.123858623
970	0.1238364621
971	0.1238175862
972	0.1237866264
973	0.1237570581
974	0.1237169832
975	0.1236883539
976	0.1236704142
977	0.1236419407
978	0.1236011668
979	0.1235609867
980	0.1235291339
981	0.123501175
982	0.1234546555
983	0.1234380386
984	0.1234064859
985	0.1233843418
986	0.1233497622
987	0.1233218864
988	0.1232974958
989	0.1232769968
990	0.1232547709
991	0.1232211601
992	0.1231832983
993	0.1231567582
994	0.123135283
995	0.1231034668
996	0.1230865516
997	0.123065006
998	0.1230280126
999	0.1230094899
